run,input_size,threads,num_chunks,,copied_elements,duration_us
4,1000000000,8,1,1,23813338,1047315
5,1000000000,8,1,1,23813338,1042280
6,1000000000,8,1,1,23813338,1039916
7,1000000000,8,1,1,23813338,1036895
8,1000000000,8,1,1,23813338,1045947
9,1000000000,8,1,1,23813338,1048983
10,1000000000,8,1,1,23813338,1061597
1,1000000000,8,2,2,23813338,973884
2,1000000000,8,2,2,23813338,959251
3,1000000000,8,2,2,23813338,937246
4,1000000000,8,2,2,23813338,1035662
5,1000000000,8,2,2,23813338,946994
6,1000000000,8,2,2,23813338,936761
7,1000000000,8,2,2,23813338,934011
8,1000000000,8,2,2,23813338,934451
9,1000000000,8,2,2,23813338,954010
10,1000000000,8,2,2,23813338,1015185
1,100000,16,0,0,2343,508
2,100000,16,0,0,2343,582
3,100000,16,0,0,2343,606
4,100000,16,0,0,2343,543
5,100000,16,0,0,2343,571
6,100000,16,0,0,2343,501
7,100000,16,0,0,2343,497
8,100000,16,0,0,2343,600
9,100000,16,0,0,2343,484
10,100000,16,0,0,2343,459
1,100000,16,1,1,2343,304
2,100000,16,1,1,2343,416
3,100000,16,1,1,2343,284
4,100000,16,1,1,2343,340
5,100000,16,1,1,2343,307
6,100000,16,1,1,2343,339
7,100000,16,1,1,2343,379
8,100000,16,1,1,2343,319
9,100000,16,1,1,2343,364
10,100000,16,1,1,2343,442
1,100000,16,2,2,2343,341
2,100000,16,2,2,2343,300
3,100000,16,2,2,2343,404
4,100000,16,2,2,2343,339
5,100000,16,2,2,2343,416
6,100000,16,2,2,2343,486
7,100000,16,2,2,2343,329
8,100000,16,2,2,2343,441
9,100000,16,2,2,2343,374
10,100000,16,2,2,2343,342
1,10000000,16,0,0,237619,6313
2,10000000,16,0,0,237619,6691
3,10000000,16,0,0,237619,6063
4,10000000,16,0,0,237619,6257
5,10000000,16,0,0,237619,6072
6,10000000,16,0,0,237619,5968
7,10000000,16,0,0,237619,6033
8,10000000,16,0,0,237619,6154
9,10000000,16,0,0,237619,6010
10,10000000,16,0,0,237619,6189
1,10000000,16,1,1,237619,9182
2,10000000,16,1,1,237619,9738
3,10000000,16,1,1,237619,9502
4,10000000,16,1,1,237619,9343
5,10000000,16,1,1,237619,9244
6,10000000,16,1,1,237619,8611
7,10000000,16,1,1,237619,9261
8,10000000,16,1,1,237619,9041
9,10000000,16,1,1,237619,9263
10,10000000,16,1,1,237619,9175
1,10000000,16,2,2,237619,7505
2,10000000,16,2,2,237619,7184
3,10000000,16,2,2,237619,7057
4,10000000,16,2,2,237619,9255
5,10000000,16,2,2,237619,7097
6,10000000,16,2,2,237619,7608
7,10000000,16,2,2,237619,7444
8,10000000,16,2,2,237619,7053
9,10000000,16,2,2,237619,7613
10,10000000,16,2,2,237619,7746
1,1000000000,16,0,0,23813338,620479
2,1000000000,16,0,0,23813338,610861
3,1000000000,16,0,0,23813338,731128
4,1000000000,16,0,0,23813338,626442
5,1000000000,16,0,0,23813338,589586
6,1000000000,16,0,0,23813338,623896
7,1000000000,16,0,0,23813338,614394
8,1000000000,16,0,0,23813338,614466
9,1000000000,16,0,0,23813338,598182
10,1000000000,16,0,0,23813338,592477
1,1000000000,16,1,1,23813338,852183
2,1000000000,16,1,1,23813338,862557
3,1000000000,16,1,1,23813338,861678
4,1000000000,16,1,1,23813338,831845
5,1000000000,16,1,1,23813338,834622
6,1000000000,16,1,1,23813338,832830
7,1000000000,16,1,1,23813338,851315
8,1000000000,16,1,1,23813338,927594
9,1000000000,16,1,1,23813338,856582
10,1000000000,16,1,1,23813338,866334
1,1000000000,16,2,2,23813338,715948
2,1000000000,16,2,2,23813338,695675
3,1000000000,16,2,2,23813338,696061
4,1000000000,16,2,2,23813338,698950
5,1000000000,16,2,2,23813338,716424
6,1000000000,16,2,2,23813338,727830
7,1000000000,16,2,2,23813338,687869
8,1000000000,16,2,2,23813338,733024
9,1000000000,16,2,2,23813338,692151
10,1000000000,16,2,2,23813338,750742
1,100000,24,0,0,2343,1018
2,100000,24,0,0,2343,789
3,100000,24,0,0,2343,738
4,100000,24,0,0,2343,870
5,100000,24,0,0,2343,907
6,100000,24,0,0,2343,972
7,100000,24,0,0,2343,742
8,100000,24,0,0,2343,739
9,100000,24,0,0,2343,734
10,100000,24,0,0,2343,723
