run,input_size,threads,num_chunks,,copied_elements,duration_us
6,100000,8,2,2,2343,722
7,100000,8,2,2,2343,835
8,100000,8,2,2,2343,662
9,100000,8,2,2,2343,761
10,100000,8,2,2,2343,707
1,10000000,8,0,0,237619,8964
2,10000000,8,0,0,237619,8817
3,10000000,8,0,0,237619,9568
4,10000000,8,0,0,237619,8904
5,10000000,8,0,0,237619,8971
6,10000000,8,0,0,237619,8729
7,10000000,8,0,0,237619,8997
8,10000000,8,0,0,237619,9880
9,10000000,8,0,0,237619,8640
10,10000000,8,0,0,237619,10272
1,10000000,8,1,1,237619,8517
2,10000000,8,1,1,237619,11837
3,10000000,8,1,1,237619,11812
4,10000000,8,1,1,237619,11919
5,10000000,8,1,1,237619,15324
6,10000000,8,1,1,237619,11542
7,10000000,8,1,1,237619,15299
8,10000000,8,1,1,237619,11837
9,10000000,8,1,1,237619,11457
10,10000000,8,1,1,237619,11973
1,10000000,8,2,2,237619,8610
2,10000000,8,2,2,237619,8637
3,10000000,8,2,2,237619,10607
4,10000000,8,2,2,237619,8495
5,10000000,8,2,2,237619,8697
6,10000000,8,2,2,237619,8477
7,10000000,8,2,2,237619,8942
8,10000000,8,2,2,237619,8862
9,10000000,8,2,2,237619,8548
10,10000000,8,2,2,237619,9333
1,1000000000,8,0,0,23813338,996331
2,1000000000,8,0,0,23813338,1008338
3,1000000000,8,0,0,23813338,1005884
4,1000000000,8,0,0,23813338,985894
5,1000000000,8,0,0,23813338,987913
6,1000000000,8,0,0,23813338,972569
7,1000000000,8,0,0,23813338,1003195
8,1000000000,8,0,0,23813338,1006381
9,1000000000,8,0,0,23813338,964305
10,1000000000,8,0,0,23813338,980980
1,1000000000,8,1,1,23813338,1075519
2,1000000000,8,1,1,23813338,1071303
3,1000000000,8,1,1,23813338,1076253
4,1000000000,8,1,1,23813338,1068059
5,1000000000,8,1,1,23813338,1088538
6,1000000000,8,1,1,23813338,1069486
7,1000000000,8,1,1,23813338,1074701
8,1000000000,8,1,1,23813338,1064701
9,1000000000,8,1,1,23813338,1062951
10,1000000000,8,1,1,23813338,1078778
1,1000000000,8,2,2,23813338,1080830
2,1000000000,8,2,2,23813338,1079260
3,1000000000,8,2,2,23813338,1086470
4,1000000000,8,2,2,23813338,1084016
5,1000000000,8,2,2,23813338,1092006
6,1000000000,8,2,2,23813338,1078055
7,1000000000,8,2,2,23813338,1062249
8,1000000000,8,2,2,23813338,1073588
9,1000000000,8,2,2,23813338,1031418
10,1000000000,8,2,2,23813338,1083085
1,100000,16,0,0,2343,1895
2,100000,16,0,0,2343,1756
3,100000,16,0,0,2343,2145
4,100000,16,0,0,2343,1949
5,100000,16,0,0,2343,2048
6,100000,16,0,0,2343,2201
7,100000,16,0,0,2343,2144
8,100000,16,0,0,2343,2246
9,100000,16,0,0,2343,2587
10,100000,16,0,0,2343,2115
1,100000,16,1,1,2343,1160
2,100000,16,1,1,2343,1147
3,100000,16,1,1,2343,1201
4,100000,16,1,1,2343,1146
5,100000,16,1,1,2343,1158
6,100000,16,1,1,2343,1117
7,100000,16,1,1,2343,1171
8,100000,16,1,1,2343,1161
9,100000,16,1,1,2343,1157
10,100000,16,1,1,2343,1142
1,100000,16,2,2,2343,1496
2,100000,16,2,2,2343,1398
3,100000,16,2,2,2343,1592
4,100000,16,2,2,2343,1543
5,100000,16,2,2,2343,1513
6,100000,16,2,2,2343,1585
7,100000,16,2,2,2343,1456
8,100000,16,2,2,2343,1570
9,100000,16,2,2,2343,1456
10,100000,16,2,2,2343,1506
1,10000000,16,0,0,237619,6130
2,10000000,16,0,0,237619,6138
3,10000000,16,0,0,237619,6216
4,10000000,16,0,0,237619,6333
5,10000000,16,0,0,237619,5847
6,10000000,16,0,0,237619,6385
7,10000000,16,0,0,237619,6310
8,10000000,16,0,0,237619,6340
9,10000000,16,0,0,237619,6441
10,10000000,16,0,0,237619,6058
1,10000000,16,1,1,237619,9123
2,10000000,16,1,1,237619,9262
3,10000000,16,1,1,237619,9728
4,10000000,16,1,1,237619,9303
5,10000000,16,1,1,237619,9388
6,10000000,16,1,1,237619,9347
7,10000000,16,1,1,237619,9773
8,10000000,16,1,1,237619,9227
9,10000000,16,1,1,237619,9178
10,10000000,16,1,1,237619,9206
1,10000000,16,2,2,237619,7240
2,10000000,16,2,2,237619,6735
3,10000000,16,2,2,237619,6604
4,10000000,16,2,2,237619,6403
5,10000000,16,2,2,237619,6689
6,10000000,16,2,2,237619,5943
7,10000000,16,2,2,237619,6020
8,10000000,16,2,2,237619,7165
9,10000000,16,2,2,237619,6566
10,10000000,16,2,2,237619,8714
1,1000000000,16,0,0,23813338,644441
2,1000000000,16,0,0,23813338,652320
3,1000000000,16,0,0,23813338,598496
4,1000000000,16,0,0,23813338,644824
5,1000000000,16,0,0,23813338,589431
6,1000000000,16,0,0,23813338,624265
7,1000000000,16,0,0,23813338,598605
8,1000000000,16,0,0,23813338,598886
9,1000000000,16,0,0,23813338,662195
10,1000000000,16,0,0,23813338,601179
1,1000000000,16,1,1,23813338,737081
2,1000000000,16,1,1,23813338,840814
3,1000000000,16,1,1,23813338,881448
4,1000000000,16,1,1,23813338,1027520
5,1000000000,16,1,1,23813338,859396
6,1000000000,16,1,1,23813338,964055
7,1000000000,16,1,1,23813338,725332
8,1000000000,16,1,1,23813338,885217
9,1000000000,16,1,1,23813338,725293
10,1000000000,16,1,1,23813338,731213
1,1000000000,16,2,2,23813338,661648
2,1000000000,16,2,2,23813338,673509
3,1000000000,16,2,2,23813338,651231
4,1000000000,16,2,2,23813338,647065
5,1000000000,16,2,2,23813338,649389
6,1000000000,16,2,2,23813338,660072
7,1000000000,16,2,2,23813338,673291
8,1000000000,16,2,2,23813338,725447
9,1000000000,16,2,2,23813338,776322
10,1000000000,16,2,2,23813338,681827
1,100000,24,0,0,2343,2899
2,100000,24,0,0,2343,2853
3,100000,24,0,0,2343,2978
4,100000,24,0,0,2343,2979
5,100000,24,0,0,2343,3120
6,100000,24,0,0,2343,3019
7,100000,24,0,0,2343,3325
8,100000,24,0,0,2343,3117
9,100000,24,0,0,2343,3081
10,100000,24,0,0,2343,3533
1,100000,24,1,1,2343,1390
2,100000,24,1,1,2343,4628
3,100000,24,1,1,2343,1467
4,100000,24,1,1,2343,1367
5,100000,24,1,1,2343,1372
6,100000,24,1,1,2343,1404
7,100000,24,1,1,2343,1482
8,100000,24,1,1,2343,1498
9,100000,24,1,1,2343,1500
10,100000,24,1,1,2343,1498
1,100000,24,2,2,2343,1968
2,100000,24,2,2,2343,1837
3,100000,24,2,2,2343,1930
4,100000,24,2,2,2343,2119
5,100000,24,2,2,2343,2302
6,100000,24,2,2,2343,1986
7,100000,24,2,2,2343,1949
8,100000,24,2,2,2343,2025
9,100000,24,2,2,2343,1981
10,100000,24,2,2,2343,1970
1,10000000,24,0,0,237619,5714
2,10000000,24,0,0,237619,5893
3,10000000,24,0,0,237619,5783
4,10000000,24,0,0,237619,5710
5,10000000,24,0,0,237619,6077
6,10000000,24,0,0,237619,5933
7,10000000,24,0,0,237619,6159
8,10000000,24,0,0,237619,5891
9,10000000,24,0,0,237619,5860
10,10000000,24,0,0,237619,6544
1,10000000,24,1,1,237619,7810
2,10000000,24,1,1,237619,7721
3,10000000,24,1,1,237619,7954
4,10000000,24,1,1,237619,6988
